id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
45732236,Kendall Square One Bedroom Walking Distance to MI,22541573,Ken,East Cambridge,42.36274,-71.08398,Entire homeapt,225,0,39,353
45732245,Two Bedroom Apartment in Heart of Kendall Square,22541573,Ken,East Cambridge,42.36458174,-71.08227337,Entire homeapt,315,0,39,359
45734985,Long term stays parkingprivate entrance included,281066763,Coolidge Corner Properties,Cambridgeport,42.34753,-71.12444,Entire homeapt,220,2,1,272
45736876,4950  Bright and Sunny 4BR2BA Apartment near Harvard University  All Utilities Included,25654103,Tom,MidCambridge,42.37845,-71.10213,Entire homeapt,175,0,9,265
45739680,Fully Furnished Spacious Coolidge Corner Studio,31340713,Kama,Cambridgeport,42.3432,-71.11751,Entire homeapt,125,7,23,263
45740449,Studio in Coolidge corner steps to transit,266312920,STARS Of,Cambridgeport,42.34295,-71.11942,Entire homeapt,80,0,26,263
45765398,Spacious apt 1400 sq ft  2BR1BA in Inman Square,1662428,Dhruva,WellingtonHarrington,42.37277,-71.09463,Entire homeapt,126,2,1,0
45814421,Park opposite walk to 77bus W Foods restaurants,9161433,Nels,North Cambridge,42.41465,-71.15852,Entire homeapt,252,3,2,314
45828592,Modern 1 Bedroom Downtown Monthly Special,43045785,Amir Alex,East Cambridge,42.36564,-71.05251,Entire homeapt,163,7,1,276
45846721,1 King or 2 Twin Coolidge Corner Guest House,96423949,Jessica  Shawn,Cambridgeport,42.33854,-71.11993,Private room,270,2,9,209
45878339,Spacious East Cambridge Apartment with Yard  1,9324473,El,East Cambridge,42.37221,-71.08668,Entire homeapt,140,3,1,79
45928000,Luxury 2BR  100 Walkscore  Theatre District  Evonify,274552333,Evonify,Area 2MIT,42.35114,-71.06388,Entire homeapt,490,3,6,234
45957628,Furnished FirstFloor Studio in Coolidge Corner,266312920,STARS Of,Cambridgeport,42.34317,-71.11749,Entire homeapt,100,2,26,263
45971693,Gorgeous Victorian,5594572,Yael,Area 2MIT,42.34492,-71.10896,Entire homeapt,1000,4,1,83
45984708,3 BR25 BA Renovated Home wParking Top Location,66257167,Victoria,Area 2MIT,42.35042,-71.06682,Entire homeapt,398,108,3,92
45989120,Spacious 2 BR w backyard  walking to Harvard Sq,6761728,Brian,Neighborhood Nine,42.38691219,-71.12201651,Entire homeapt,450,0,1,46
46074186,Boston One Bedroom with Fenway Park Views,22541573,Ken,Area 2MIT,42.34507,-71.09626,Entire homeapt,210,1,39,269
46074212,Boston 2 Bedroom Across from Fenway Park,22541573,Ken,Area 2MIT,42.34396,-71.09629,Entire homeapt,345,0,39,332
46074220,1 Bedroom in Fenway Cultural District,22541573,Ken,Area 2MIT,42.34367,-71.09797,Entire homeapt,240,0,39,346
46085675,1 Bedroom in Fenway Cultural District with FloortoCeiling Windows,22541573,Ken,Area 2MIT,42.34485,-71.09832,Entire homeapt,240,2,39,332
46108993,Best value  most Attractive Apt at Harvard square,373675137,Liya,West Cambridge,42.37468,-71.12211,Entire homeapt,180,23,81,291
46128218,Amazing affordable 2 bed Apt close Harvard and MIT,373675137,Liya,North Cambridge,42.39272,-71.13214,Entire homeapt,190,10,81,246
46135135,Great Studio w Free Parking in Heart of North End,130680380,Jodie,East Cambridge,42.36745,-71.05735,Entire homeapt,164,0,7,236
46145328,NO 1 Cambridge Deal 1 bath1 ParkingKitchen1 BED,373675137,Liya,North Cambridge,42.39461,-71.13338,Private room,189,2,81,291
46171963,Private bath and Private room with shared kitchen,373675137,Liya,North Cambridge,42.39226,-71.13423,Private room,156,0,81,292
46226680,Top value 1 bed 1 bath with parking at Cambridge,373675137,Liya,North Cambridge,42.39232,-71.13407,Private room,145,4,81,291
46232976,citizenM Boston North Station,374414807,CitizenM,East Cambridge,42.364792,-71.0625,Hotel room,0,0,1,0
46237380,Harborside InnBoutique Hotel,371898646,Mark,East Cambridge,42.35881,-71.05191,Private room,409,69,1,109
46241973,Beautiful appartement  quiet location  downtown,74677524,Lionel,WellingtonHarrington,42.38058,-71.09104,Entire homeapt,224,18,1,1
46244582,Most attractive apt in harvard square,373675137,Liya,West Cambridge,42.37322,-71.12368,Entire homeapt,176,28,81,295
46261006,Luxury FenwayKenmore Two Bedroom,22541573,Ken,Area 2MIT,42.34504108,-71.09603586,Entire homeapt,335,0,39,360
46266007,Venn  Sun Bathed Harvard Room Private Bath,277913848,Venn,MidCambridge,42.37828,-71.10658,Private room,143,4,9,325
46280690,New Luxury 2B2B Apartment Free Parking,374689456,CambriBae,Cambridgeport,42.34271,-71.11808,Entire homeapt,320,92,8,41
46326658,Stunning One Bedroom in Back Bay with Rooftop Acce,22541573,Ken,Area 2MIT,42.34348,-71.08758,Entire homeapt,185,0,39,297
46326668,Beautiful 2 Bedroom with Views and Luxury Amenitie,22541573,Ken,Area 2MIT,42.34323,-71.08618,Entire homeapt,315,0,39,359
46331232,TOP Cambridge 3bed APT 1parkingprivate entrance,373675137,Liya,North Cambridge,42.39368,-71.1321,Entire homeapt,188,9,81,217
46344417,Charming 3 bed apt with porch at Harvard Square,373675137,Liya,West Cambridge,42.37407,-71.12396,Entire homeapt,150,13,81,304
46345955,Best value 3 bedroom apt in Cambridge close To T,373675137,Liya,North Cambridge,42.39255,-71.13198,Entire homeapt,190,12,81,210
46358681,22 Renovated Boston Landing 10 min to Dwtn Bos,272437417,Estee Shlomi,West Cambridge,42.35554,-71.13806,Entire homeapt,325,6,1,180
46376416,Double Bed at The Verb Hotel next to Fenway Park,371148657,Jeffrey,Area 2MIT,42.34464,-71.09799,Private room,129,24,12,0
46384720,N End 1BR w Gym Doorman WD nr TD Garden,107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire homeapt,301,0,383,162
46384812,N Station 1BR w Gym WD Doorman,107434423,Blueground,East Cambridge,42.36477,-71.06314,Entire homeapt,356,1,383,128
46385021,N Station 1BR w Gym WD Doorman,107434423,Blueground,East Cambridge,42.36477,-71.06314,Entire homeapt,240,0,383,330
46385048,N Station 1BR w Gym WD Doorman,107434423,Blueground,East Cambridge,42.36477,-71.06314,Entire homeapt,231,0,383,344
46418775,King Bed at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,Area 2MIT,42.34655,-71.09719,Private room,129,32,12,0
46434097,Spacious Cambridge 2 bed apt free parking  Train,373675137,Liya,North Cambridge,42.39437,-71.13261,Entire homeapt,135,11,81,264
46471580,Sweet Cambridge Home 2 bed APT close HARVARD  MIT,373675137,Liya,North Cambridge,42.39222,-71.1333,Entire homeapt,135,9,81,266
46473953,Beautiful sunny furnished condo in Somerville,3133425,Ari,North Cambridge,42.39541,-71.1138,Entire homeapt,60,0,1,336
46527422,Double Bed  at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,Area 2MIT,42.34638,-71.09663,Private room,135,37,12,0
46529422,Double Bed Private Room at The Verb Hotel,371148657,Jeffrey,Area 2MIT,42.34603,-71.09591,Private room,130,53,12,0
46529601,King Bed at The Verb Hotel with Outdoor Pool,371148657,Jeffrey,Area 2MIT,42.34648,-71.09629,Private room,129,55,12,0
46529824,Private Room with King Bed at Rock and Roll Hotel,371148657,Jeffrey,Area 2MIT,42.34645,-71.09648,Private room,129,17,12,0
46567085,Family friendly Two bed ranch in West Cambridge,364978346,Jacquelyn,Strawberry Hill,42.3771,-71.1532,Entire homeapt,241,1,1,20
46575998,Stay Tonight Enjoy All Boston Has To Offer,183914990,Edmund,Area 2MIT,42.35481,-71.06329,Entire homeapt,181,3,10,231
46576290,Boston Studio Ready For Long  Short Stays,183914990,Edmund,Area 2MIT,42.3545,-71.06313,Private room,155,16,10,0
46579459,Beautiful 2BR  100 Walkscore  Downtown  3D SCAN,212359760,Evonify,Area 2MIT,42.35291,-71.06362,Entire homeapt,450,5,31,234
46601936,Contemporary One Bedroom Apartment in Historic Wes,22541573,Ken,East Cambridge,42.36456,-71.06918,Entire homeapt,195,0,39,249
46601986,Luxury 1 Bedroom Apartment Near MITHarvard,22541573,Ken,East Cambridge,42.36496,-71.08287,Entire homeapt,225,0,39,359
46602022,Vibrant Two Bedroom steps from Charles River Water,22541573,Ken,East Cambridge,42.36341,-71.06734,Entire homeapt,295,0,39,291
46602042,Spacious One Bedroom Apartment in Historic West En,22541573,Ken,East Cambridge,42.36357,-71.06705,Entire homeapt,215,0,39,334
46602118,1 Bedroom with Cambridge Views  walk to MITHarva,22541573,Ken,Cambridgeport,42.36072,-71.10138,Entire homeapt,215,1,39,345
46602128,One Bedroom with Panoramic Views of Cambridge,22541573,Ken,Cambridgeport,42.359,-71.09996,Entire homeapt,215,2,39,345
46659113,Venn  Harvard sq  Room with Private Bath,277913848,Venn,MidCambridge,42.37622,-71.10556,Private room,158,5,9,336
46659250,New Spacious 2B2B Apartment Free Parking,374689456,CambriBae,Cambridgeport,42.34441,-71.1166,Entire homeapt,301,106,8,46
46659757,Venn  Harvard Square  Spacious Room,277913848,Venn,MidCambridge,42.37682,-71.10854,Private room,147,9,9,236
46660059,Stunning 2 Bedroom in Heart of Fenway Cultural Dis,22541573,Ken,Area 2MIT,42.34368,-71.09677,Entire homeapt,335,1,39,332
46660426,Central Sq Studio w Doorman nr T Stop,107434423,Blueground,The Port,42.3638033,-71.0997926,Entire homeapt,272,1,383,112
46660436,Central Sq Studio w Doorman nr Charles River,107434423,Blueground,The Port,42.3638033,-71.0997926,Entire homeapt,160,0,383,334
46660463,Central Sq Studio w Gym Doorman WD Roof,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,195,1,383,291
46660483,Central Sq 1BR w Gym Doorman Roof,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,253,0,383,245
46660507,Central Sq 1BR w Gym Doorman WD Roof,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,245,0,383,316
46660533,Central Sq 2BR w Gym WD Doorman nr T,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,485,0,383,82
46672522,Luxury 1B1B Apartment Amazing Location,374689456,CambriBae,Cambridgeport,42.34465,-71.11846,Entire homeapt,173,108,8,26
46682324,Brand New Gorgeous 2B2B Apartment Free Parking,374689456,CambriBae,Cambridgeport,42.34248,-71.11681,Entire homeapt,337,77,8,37
46692672,New Homey 2B2B Apartment with One Parking,374689456,CambriBae,Cambridgeport,42.3425,-71.11679,Entire homeapt,289,41,8,39
46696466,Newly Renovated Studio Steps to MGH  Suffolk Uni,31340713,Kama,East Cambridge,42.3613,-71.06357,Entire homeapt,105,1,23,99
46697368,Beautiful Fully Furnished Studio Steps to MGH,266312920,STARS Of,East Cambridge,42.36135,-71.06387,Entire homeapt,105,0,26,87
46698498,Brand New Lovely 2B2B Apartment with one parking,374689456,CambriBae,Cambridgeport,42.3424,-71.1167,Entire homeapt,310,90,8,37
46699060,Newly Renovated Modern 2B2B Apartment Free Parking,374689456,CambriBae,Cambridgeport,42.34271,-71.1181,Entire homeapt,293,97,8,44
46699551,Newly Renovated Inviting 2B2B Apt Free Parking,374689456,CambriBae,Cambridgeport,42.34297,-71.11653,Entire homeapt,301,108,8,39
46712324,For Best 3 bed 1 bath 1 porch 1 parking harvard sq,373675137,Liya,West Cambridge,42.37277,-71.12266,Entire homeapt,180,10,81,295
46772818,Pristine 3BR House wGardenGarage near Harvard,18833118,Snehal,West Cambridge,42.37686,-71.14478,Entire homeapt,1000,0,1,365
46773722,Clean Comfortable  Cozy Room 15 min from Boston,55122800,Mirasol,North Cambridge,42.41112,-71.12938,Private room,61,13,1,248
46777895,Comfortable 1 bed 1 bath 1 parking in Cambridge,373675137,Liya,North Cambridge,42.39261,-71.13423,Private room,236,6,81,90
46778268,CambridgeBest2 bed 2 bath 1 kitchen apt 1 parking,373675137,Liya,North Cambridge,42.39251,-71.13336,Entire homeapt,190,6,81,271
46780054,Private spacious and newly renovated apt,45011296,Lance,MidCambridge,42.36829,-71.10591,Entire homeapt,349,21,19,15
46791068,One Bedroom in Bostons Back Bay Great Location,22541573,Ken,Area 2MIT,42.34346,-71.08559,Entire homeapt,210,3,39,339
46791156,Professionally Managed 1 Bedroom with Boston Skyli,22541573,Ken,Area 2MIT,42.34353,-71.08747,Entire homeapt,210,0,39,359
46816839,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.3709,-71.10104,Private room,95,5,16,29
46819186,Sunny  Quiet 2 Bedroom near MIT Harvard  BU,28692801,Abe,Cambridgeport,42.35615,-71.11088,Entire homeapt,200,5,1,162
46819851,Wonderful 3 bed 1 bath home in Harvard square,373675137,Liya,West Cambridge,42.37327,-71.12393,Entire homeapt,399,2,81,11
46820093,Marvelous 4 bed 1 bath 1 free parking Harvard SQ,373675137,Liya,West Cambridge,42.37475,-71.12256,Entire homeapt,180,5,81,264
46822729,1 Bedroom near MIT Panoramic Cambridge Views,22541573,Ken,Cambridgeport,42.35918,-71.10225,Entire homeapt,240,0,39,120
46830770,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.370998,-71.101067,Private room,125,6,16,21
46831036,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.3709,-71.10104,Private room,192,5,16,21
46831184,Walk to Harvard MIT Central Subway Book Now,7848820,Kris,MidCambridge,42.3709,-71.10104,Private room,153,2,16,24
46873714,Stylish and Sophisticated 2bedroom in Beacon Hill,4061992,B. H.,East Cambridge,42.36013,-71.06866,Entire homeapt,306,2,6,52
46876239,5G1 Gorgeous 2Bedroom 15 bath WD in unit,331225367,Stone,Area 2MIT,42.34947,-71.08379,Entire homeapt,546,80,64,140
46903645,Most popular 3 bed rooms in Harvard Sq,373675137,Liya,West Cambridge,42.3733,-71.12223,Entire homeapt,250,5,81,299
46915451,Beacon Hill European style 2 bd on Beacon Hill,4061992,B. H.,Area 2MIT,42.35942,-71.07142,Entire homeapt,499,30,6,73
46917242,12 Bedroom in Union Square Entire apartment,23046591,Teresa,WellingtonHarrington,42.37878,-71.09264,Entire homeapt,90,3,2,84
46956699,Cambridge 1BR w WD Elevator nr Shops  Dining,107434423,Blueground,Neighborhood Nine,42.38977,-71.13955,Entire homeapt,201,0,383,267
46956721,Porter Sq 2BR w WD Elevator by Davis Station,107434423,Blueground,North Cambridge,42.3980055,-71.1302166,Entire homeapt,240,1,383,340
46964831,Spacious 4bed Loft  Downtown Boston  Beacon Hill,365116307,Brian  Heather,East Cambridge,42.35705,-71.06199,Entire homeapt,827,105,30,149
46965461,Unbeatable Location  4bed Loft  Parking Optional,365116307,Brian  Heather,East Cambridge,42.35582,-71.06216,Entire homeapt,653,78,30,132
46966358,WasherDryer inunit  Close to MGH  Beacon Hill,365116307,Brian  Heather,East Cambridge,42.35643,-71.06006,Entire homeapt,454,95,30,142
46982246,Designer Lux 4bed Loft  Steps to the State House,365116307,Brian  Heather,East Cambridge,42.35746,-71.06085,Entire homeapt,630,137,30,159
46982433,Pet Friendly   3bd 2ba Flat steps to Beacon Hill,365116307,Brian  Heather,East Cambridge,42.35723,-71.06157,Entire homeapt,688,133,30,137
46982800,4br2ba  100mbps Internet  Luxury Keyless Entry,365116307,Brian  Heather,East Cambridge,42.35675,-71.06031,Entire homeapt,688,92,30,134
46983441,4bed Loft  Steps to Boston Common  Beacon Hill,365116307,Brian  Heather,Area 2MIT,42.35577,-71.06246,Entire homeapt,1119,98,30,145
46983650,Parking Available  Fully Furnished 4br 2ba Flat,365116307,Brian  Heather,East Cambridge,42.35713,-71.06073,Entire homeapt,770,121,30,206
46984210,Just Perfect Studio For Your Next Stay,183914990,Edmund,Area 2MIT,42.35402,-71.06134,Entire homeapt,163,52,10,161
46984660,Stay Tonight In Bostons Downtown,183914990,Edmund,East Cambridge,42.3555,-71.06127,Entire homeapt,168,65,10,156
46988955,Brand New One Bedroom in Back Bay,9410008,Jason,Area 2MIT,42.35087,-71.08898,Entire homeapt,317,48,19,133
46991477,Large 2 BR  1BA in the North End,9410008,Jason,East Cambridge,42.36847,-71.05343,Entire homeapt,525,60,19,117
47090495,Huge Studio Near Subway  Downtown  3D TOUR,274552333,Evonify,Area 2MIT,42.35123,-71.06484,Entire homeapt,281,32,6,289
47091672,Brighton Studio w WD Gym nr T  Shops,107434423,Blueground,West Cambridge,42.34727,-71.14549,Entire homeapt,202,1,383,294
47091700,Brighton Studio w WD Doorman nr T  Dining,107434423,Blueground,West Cambridge,42.3472724,-71.1454898,Entire homeapt,198,0,383,339
47092175,Brighton 1BR w WD Gym nr T Shops  Dining,107434423,Blueground,West Cambridge,42.3472724,-71.1454898,Entire homeapt,200,0,383,318
47092198,Brighton 1BR w WD Doorman nr T  Shopping,107434423,Blueground,West Cambridge,42.3472724,-71.1454898,Entire homeapt,220,0,383,356
47092230,Brighton 1BR w WD Pool nr T  Dining,107434423,Blueground,West Cambridge,42.34727,-71.14549,Entire homeapt,202,1,383,324
47092243,Brighton 1BR w WD Pool nr T  Restaurants,107434423,Blueground,West Cambridge,42.34727,-71.14549,Entire homeapt,222,0,383,325
47092332,Brighton 1BR w WD Doorman nr T  Shopping,107434423,Blueground,West Cambridge,42.3472724,-71.1454898,Entire homeapt,217,0,383,276
47092360,Central Sq 1BR w WD Doorman nr T,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,283,0,383,187
47092385,Gorgeous Central Sq 1BR nr Harvard MIT,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,407,1,383,112
47092403,Central Sq 2BR w WD Gym nr T  Harvard,107434423,Blueground,The Port,42.36376,-71.10031,Entire homeapt,304,0,383,277
47094818,Brighton 1BR w WD Doorman nr T  Dining,107434423,Blueground,West Cambridge,42.3472724,-71.1454898,Entire homeapt,220,0,383,360
47120014,Venn  Harvard Square  Fantastic Studio,277913848,Venn,MidCambridge,42.37623,-71.10515,Entire homeapt,182,24,9,342
47183297,Spacious North End 1 BR  1BA,9410008,Jason,East Cambridge,42.3651,-71.05079,Entire homeapt,311,56,19,123
47183492,North End 1 BR  Patio in Little Italy,9410008,Jason,East Cambridge,42.36733,-71.05454,Entire homeapt,320,51,19,124
47201231,Charming onebedroom in Harvard Square,381224890,Tom,MidCambridge,42.37196,-71.11256,Entire homeapt,200,1,1,347
47223523,Entire private studio unit in HarvardMIT,45011296,Lance,MidCambridge,42.37043,-71.10384,Entire homeapt,328,31,19,21
47296747,Central Square  Between Harvard  MIT,74045635,Ian,Cambridgeport,42.36187,-71.10282,Private room,114,89,3,53
47331829,3 Bed 1 Bath in Center North End,130680380,Jodie,East Cambridge,42.36574,-71.05743,Entire homeapt,130,4,7,332
47353361,Charlestown Furnished  1 bedroom Apartment M465,32532791,Marie,East Cambridge,42.37473,-71.06101,Entire homeapt,231,2,8,176
47372899,Convenient Spacious Private 3rd Floor Apartment,40863899,Lorena,Strawberry Hill,42.368301,-71.17041,Entire homeapt,111,23,1,241
47373862,Simple Studio Walk to MGH Beacon Hill North End,382451810,Albert,East Cambridge,42.35573,-71.05994,Entire homeapt,238,133,47,122
47374298,Airy Studio  Downtown Boston  Pet Friendly,382451810,Albert,East Cambridge,42.35598,-71.05966,Entire homeapt,233,91,47,128
47374576,Bright  Clean Studio Loft in Downtown Boston,382451810,Albert,East Cambridge,42.35522,-71.05798,Entire homeapt,266,100,47,127
47374701,Downtown Studio  Students Welcome  WD in unit,382451810,Albert,Area 2MIT,42.35392,-71.05954,Entire homeapt,364,98,47,141
47374978,Boston Fidi Studio  Laundry in Building  Fast Wifi,382451810,Albert,East Cambridge,42.35596,-71.05992,Entire homeapt,283,144,47,121
47384208,Prime Location  Beacon Hill  Financial District,382451810,Albert,Area 2MIT,42.35427,-71.05991,Entire homeapt,271,122,47,129
47384387,Pet Friendly Studio Walk to MGH  Downtown Boston,382451810,Albert,East Cambridge,42.35582,-71.05796,Entire homeapt,267,130,47,125
